gPlusPlaceId,rate,reviewTime,visitTime,Lat,Long,d1start,d1end,d2start,d2end,d3start,d3end,d4start,d4end,d5start,d5end,d6start,d6end,d7start,d7end,price
117984081413965827288,5.0,13.5,2.0,40.992923,-74.035833,9.0,21.0,9.0,21.0,9.0,21.0,9.0,21.0,9.0,21.0,9.0,21.0,9.0,21.0,2.0
115899241518607821457,3.0,12.0,1.0,33.637461,-117.859561,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,11.0,21.0,3.0
109871180147306791138,5.0,13.0,1.0,40.7051,-73.792853,6.0,22.0,6.0,22.0,6.0,22.0,6.0,22.0,6.0,22.0,6.0,22.0,7.0,21.0,3.0
110824999582044654972,3.5,12.0,2.0,40.283564,-73.984507,5.0,9.0,5.0,9.0,5.0,9.0,5.0,9.0,5.0,10.0,5.0,10.0,16.0,21.0,2.0
108881569518041372119,3.0,12.0,1.0,26.35589,-80.08556,11.5,22.0,11.5,22.0,11.5,22.0,11.5,22.0,11.5,23.5,11.0,23.5,11.0,22.0,2.0
102015591056381609819,5.0,13.0,1.0,38.1879,-85.519179,5.5,22.0,5.5,22.0,5.5,22.0,5.5,22.0,5.5,22.0,5.5,22.0,6.0,22.0,3.0
107496634201814059647,3.0,13.0,2.0,38.214278,-85.590444,11.0,26.0,11.0,26.0,11.0,26.0,11.0,26.0,11.0,26.0,11.0,26.0,11.0,24.0,2.0
118321118369603222565,4.5,13.0,2.0,28.438963,-81.470625,16.0,22.0,16.0,22.0,16.0,22.0,16.0,22.0,16.0,22.0,14.0,22.0,14.0,22.0,1.0
101651143634610823044,5.0,13.0,1.0,38.885009,-76.997598,7.0,16.0,7.0,16.0,7.0,16.0,7.0,16.0,7.0,16.0,7.5,16.0,8.0,16.0,2.0
115478604373006026811,4.0,11.5,2.0,37.394517,-121.945514,11.0,21.5,11.0,21.5,11.0,21.5,11.0,21.5,11.0,22.0,11.0,22.0,11.0,21.5,2.0
106597838849193767871,5.0,11.5,2.0,35.160613,-84.874924,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,17.0,22.0,0.0,0.0,2.0
116695160819693591706,4.5,12.0,2.0,42.34364,-71.1229,0.0,0.0,12.0,15.0,12.0,15.0,12.0,15.0,12.0,15.0,12.0,15.0,12.0,15.0,2.0
104228601717111550918,4.333333333333333,12.0,3.0,38.901606,-77.044285,11.5,14.0,11.5,14.0,11.5,14.0,11.5,14.0,11.5,14.0,17.5,22.0,0.0,0.0,2.0
114688560436968241076,3.5,13.0,2.0,46.810332,-92.082775,7.0,20.5,7.0,20.5,7.0,20.5,7.0,20.5,7.0,20.5,7.0,20.5,7.5,15.5,1.0
103098511386729795578,5.0,13.0,1.0,39.020824,-94.630647,9.0,22.0,9.0,22.0,9.0,22.0,9.0,22.0,9.0,22.0,9.0,22.0,9.0,22.0,3.0
105490512071817874577,4.0,12.0,2.0,42.140567,-87.915389,16.0,25.0,16.0,25.0,16.0,25.0,16.0,25.0,16.0,26.0,16.0,26.0,16.0,24.0,2.0
103775223555824532049,2.5,11.5,2.0,51.506466,-0.089009,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,2.0
116707993245820879792,4.0,11.0,1.0,51.508811,-0.0793,11.5,21.0,11.5,21.0,11.5,21.0,11.5,22.0,11.5,22.0,11.5,19.0,11.5,19.0,2.0
106496615314245336820,5.0,12.0,1.0,42.428871,-83.338197,8.0,21.0,8.0,21.0,8.0,21.0,8.0,21.0,8.0,21.0,8.0,21.0,11.0,18.0,2.0
107813395536862910856,5.0,11.5,2.0,37.762458,-122.39703,11.5,23.0,11.5,23.0,11.5,23.0,11.5,23.0,11.5,23.0,10.5,23.0,10.5,23.0,2.0
109328065208068029291,5.0,13.0,2.0,26.008957,-80.276971,0.0,0.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,2.0
101034456599307019349,3.0,13.0,1.0,40.144875,-105.102531,7.0,20.0,7.0,20.0,7.0,20.0,7.0,21.0,7.0,21.0,11.0,21.0,11.0,20.0,3.0
108706504988950786694,5.0,12.0,1.0,40.025595,-105.281662,6.0,19.0,6.0,19.0,6.0,19.0,6.0,19.0,6.0,19.0,6.0,19.0,8.0,19.0,3.0
115522111118060292137,3.0,13.0,1.0,44.696162,-73.49418,6.0,23.0,6.0,23.0,6.0,23.0,6.0,23.0,6.0,23.0,6.0,23.0,6.0,23.0,3.0
102934067127614670053,4.0,13.0,1.0,-3.72597,-38.496408,12.0,23.0,12.0,23.0,12.0,23.0,12.0,23.0,12.0,23.0,12.0,24.0,12.0,24.0,3.0
102952771352663620652,4.0,13.0,1.0,33.832484,-117.927933,7.0,22.0,7.0,22.0,7.0,22.0,7.0,22.0,7.0,22.0,7.0,23.0,7.0,23.0,2.0
107470514686826258464,5.0,13.0,1.0,33.730002,-118.003707,11.0,20.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,21.0,11.0,21.0,11.0,17.0,2.0
109245952711663037920,4.5,13.0,2.0,33.832356,-117.913069,11.0,16.0,11.0,16.0,11.0,16.0,11.0,16.0,11.0,16.0,11.0,22.0,17.0,21.0,2.0
111228323199986486550,4.0,13.0,1.0,34.69654,-118.138077,7.0,14.0,7.0,14.0,7.0,14.0,7.0,14.0,7.0,14.0,7.0,14.0,7.0,14.0,2.0
113214574661787030557,2.0,13.0,1.0,36.835853,-119.7522,11.5,21.0,11.5,21.0,11.5,21.0,11.5,21.0,11.5,22.0,12.0,22.0,12.0,21.0,3.0
116425107810098352658,5.0,13.0,1.0,36.852285,-119.790397,10.5,25.0,10.5,25.0,10.5,25.0,10.5,25.0,10.5,25.5,10.5,25.5,10.5,25.0,3.0
116460085307743194500,4.0,12.0,1.0,30.2698,-97.7498,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,24.0,11.0,24.0,11.0,23.0,2.0
105085770218559578532,4.0,12.0,1.0,39.737084,-104.980862,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,12.0,20.0,3.0
112677197870784292336,5.0,13.0,1.0,34.577535,-118.045092,6.0,21.0,6.0,21.0,6.0,21.0,6.0,21.0,6.0,21.0,6.0,21.0,7.0,20.0,3.0
108226884736785087295,5.0,11.0,1.0,37.879787,-4.781226,13.0,16.0,13.0,16.0,13.0,16.0,13.0,16.0,13.0,24.0,13.0,24.0,13.0,23.5,2.0
108754875104525353681,5.0,13.0,1.0,35.370503,-120.856707,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,2.0
106640859687091775775,4.625,12.5,8.0,41.938258,-87.644203,6.5,21.0,6.5,21.0,6.5,21.0,6.5,21.0,6.5,21.0,7.0,21.0,7.0,21.0,3.0
108698143644992031085,4.0,11.0,1.0,34.052314,-118.471192,17.5,22.0,17.5,22.0,17.5,22.0,17.5,22.0,12.0,14.0,17.5,22.0,0.0,0.0,1.0
110851758690158772120,2.333333333333333,12.666666666666666,3.0,39.06897,-94.585078,10.0,24.0,10.0,24.0,10.0,24.0,10.0,25.0,10.0,25.0,10.0,25.0,10.0,24.0,2.0
111414839162132706421,4.0,13.0,1.0,44.058622,-71.135707,11.5,22.0,11.5,22.0,11.5,22.0,11.5,22.0,11.5,23.0,11.5,23.0,11.5,22.0,2.0
111776488118839649042,4.5,13.0,2.0,37.791365,-122.420729,0.0,0.0,12.0,26.0,19.0,26.0,19.0,26.0,15.0,26.0,19.0,26.0,19.0,24.0,3.0
115192918732228485038,4.0,11.5,2.0,37.770232,-122.445949,8.0,22.0,8.0,22.0,8.0,22.0,8.0,22.0,8.0,22.0,8.0,22.0,8.0,22.0,2.0
117170332882099512176,5.0,13.0,1.0,41.461256,-81.85304,11.0,22.0,11.0,22.0,11.0,22.0,11.0,20.0,11.0,22.0,11.0,22.0,11.0,22.0,3.0
114440289918030091841,4.0,13.0,1.0,40.013035,-105.128905,0.0,0.0,0.0,0.0,16.5,22.5,16.5,22.5,16.5,23.5,16.5,23.5,16.5,22.5,2.0
101743006782839555019,5.0,13.0,1.0,41.625928,-72.749746,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,3.0
116180987435173745835,2.0,13.0,1.0,38.968658,-77.354049,6.0,22.0,6.0,22.0,6.0,22.0,6.0,22.0,6.0,22.0,6.0,22.0,8.0,20.0,3.0
101784668467745741741,5.0,13.0,1.0,51.500593,-0.091488,12.0,14.5,12.0,14.5,12.0,14.5,12.0,14.5,12.0,14.5,12.0,14.5,12.0,14.5,2.0
112505542273166021452,2.0,11.0,1.0,33.072427,-97.058254,5.0,22.0,5.0,22.0,5.0,22.0,5.0,22.0,5.0,23.0,5.0,23.0,5.0,21.0,2.0
105495567881177938452,2.0,13.0,1.0,34.214402,-80.97908,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,11.0,22.0,2.0
114403615632080691638,5.0,12.0,1.0,43.034358,-88.150169,11.0,26.0,11.0,26.0,11.0,26.0,11.0,26.0,11.0,26.0,10.0,26.0,10.0,26.0,2.0
111673096800074342765,4.0,13.0,1.0,41.891874,-87.625506,11.5,23.0,11.5,23.0,11.5,23.0,11.5,23.0,11.5,24.0,11.0,24.0,11.0,23.0,1.0
114855552601794555155,5.0,13.0,1.0,41.138142,-104.790459,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,0.0,0.0,2.0
113758570887217374495,2.0,12.5,2.0,35.13648,-90.488055,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,2.0
107885975928640123212,5.0,12.0,1.0,34.04838,-117.967752,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,3.0
103965781578071149836,5.0,11.0,1.0,33.513446,-112.186556,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,2.0
110850547582433106692,5.0,12.0,1.0,33.493825,-112.220406,10.5,22.0,10.5,22.0,10.5,22.0,10.5,22.0,10.5,22.0,10.5,22.0,10.5,22.0,2.0
112713518358626363050,5.0,12.0,1.0,33.553976,-112.270852,10.0,19.0,10.0,19.0,10.0,19.0,10.0,19.0,10.0,21.0,10.0,21.0,11.0,20.0,2.0
113925372025039285259,5.0,12.0,1.0,33.537981,-112.199468,6.0,23.0,6.0,23.0,6.0,23.0,6.0,23.0,6.0,23.0,0.0,0.0,0.0,0.0,3.0
115290381610484905058,5.0,12.0,1.0,33.513493,-112.047958,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,2.0
116883710784165432121,5.0,12.0,1.0,33.532982,-112.261696,12.0,26.0,12.0,26.0,12.0,26.0,12.0,26.0,12.0,26.0,11.0,26.0,11.0,26.0,2.0
111919669989937637593,3.0,12.0,2.0,48.077455,-122.18831,7.5,22.0,7.5,22.0,7.5,22.0,7.5,22.0,7.5,23.0,7.5,23.0,9.0,22.0,2.0
118349873386939493349,5.0,11.0,1.0,48.798654,-122.48641,8.0,22.0,8.0,22.0,8.0,22.0,8.0,22.0,8.0,23.0,8.0,23.0,8.0,22.0,2.0
115949553563579510312,4.0,13.0,1.0,51.516396,-0.103636,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,0.0,0.0,0.0,0.0,2.0
102781060386715104807,5.0,13.0,1.0,47.232833,-122.498428,6.0,22.0,6.0,22.0,6.0,22.0,6.0,22.0,6.0,22.0,6.0,22.0,7.0,20.0,3.0
115945132524136207458,4.0,12.0,2.0,42.278758,-83.740924,11.5,22.0,11.5,22.0,11.5,22.0,11.5,24.5,11.5,24.5,11.5,24.5,11.5,21.0,2.0
106198915763461671798,5.0,12.0,1.0,35.758078,-83.974539,10.0,23.0,10.0,20.0,10.0,23.0,10.0,23.0,10.0,24.0,10.0,24.0,11.0,23.0,2.0
106175440393729633781,3.0,13.0,1.0,33.019656,-96.682304,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,2.0
110992074556388755252,5.0,13.0,1.0,39.223811,-84.587357,11.0,26.0,11.0,25.0,11.0,25.0,11.0,25.0,11.0,25.0,11.0,26.0,11.0,26.0,3.0
113889074306115068170,3.0,12.0,2.0,29.436927,-98.493955,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,2.0
107421001095610256273,4.25,11.5,4.0,45.522104,-122.676128,11.0,24.0,11.0,24.0,11.0,24.0,11.0,24.0,11.0,25.0,16.0,25.0,16.0,23.0,2.0
112351693285432546140,5.0,11.5,8.0,45.521774,-122.673464,6.0,18.0,6.0,18.0,6.0,18.0,6.0,18.0,6.0,18.0,7.0,18.0,7.0,18.0,3.0
101460136701239609396,5.0,11.0,1.0,32.271764,-110.953232,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,24.0,10.0,24.0,10.0,22.0,2.0
108671873998806853079,4.0,11.0,1.0,33.880592,-84.468283,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,11.0,22.0,2.0
115286898948936805902,4.25,11.75,4.0,38.578764,-121.493281,11.0,22.0,11.0,22.0,11.0,24.0,11.0,24.0,11.0,27.0,10.5,27.0,10.5,22.0,2.0
105357543066367185326,4.0,13.0,2.0,26.610601,-81.814067,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,3.0
104480243786617839867,5.0,13.0,1.0,31.159636,-81.387956,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,16.0,2.0
101229624460033144678,4.5,12.5,2.0,34.044927,-118.249628,17.0,26.0,17.0,26.0,17.0,26.0,17.0,26.0,17.0,26.0,19.0,26.0,19.0,26.0,1.0
105562464043100004090,5.0,13.0,2.0,35.899248,-78.763448,17.5,23.0,17.5,23.0,17.5,23.0,17.5,23.0,17.5,23.0,17.0,23.0,17.0,22.0,1.0
107039016460612542100,3.0,14.0,1.0,35.901159,-78.78752,6.5,21.0,6.5,21.0,6.5,21.0,6.5,21.0,6.5,21.0,6.5,21.0,6.5,19.0,2.0
116353143391587897834,5.0,14.0,1.0,35.91256,-78.783324,10.0,25.0,10.0,25.0,10.0,25.0,10.0,25.0,10.0,25.0,10.0,25.0,10.0,25.0,3.0
104508198886035376808,3.6666666666666665,12.666666666666666,3.0,37.323617,-121.958879,0.0,0.0,11.0,24.0,11.0,24.0,11.0,24.0,11.0,24.0,11.0,24.0,12.5,24.0,2.0
110174069992945881263,3.75,9.25,4.0,37.443472,-122.160705,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,11.0,21.0,2.0
100441284299962338747,3.0,13.0,1.0,40.779989,-73.950423,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,2.0
102773419104364282579,4.0,13.0,1.0,40.779635,-73.947154,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,22.0,2.0
117566530037462026924,4.0,13.0,1.0,39.145321,-76.809046,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,3.0
106359533537483246584,2.0,12.0,1.0,40.801308,-75.609977,16.0,26.0,16.0,26.0,16.0,26.0,16.0,26.0,11.0,26.0,11.0,26.0,11.0,26.0,2.0
114716187470412923742,5.0,12.0,2.0,39.798509,-85.990736,10.5,24.0,10.5,24.0,10.5,24.0,10.5,24.0,10.5,25.0,13.0,25.0,11.0,23.0,2.0
115068641072392036074,3.0,13.0,1.0,40.350495,-74.07504,17.0,25.0,17.0,25.0,17.0,25.0,17.0,25.0,17.0,25.0,17.0,25.0,17.0,25.0,2.0
115366325886598165432,3.5,12.0,2.0,42.216804,-83.268348,7.0,22.0,7.0,22.0,7.0,22.0,7.0,22.0,7.0,23.0,7.0,23.0,7.0,22.0,3.0
101317088786322643903,3.0,14.0,1.0,31.55602,-110.253637,5.0,21.0,5.0,21.0,5.0,21.0,5.0,21.0,5.0,21.0,5.0,21.0,5.0,21.0,3.0
102362664015106841546,2.5,13.0,2.0,30.066039,-81.870305,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,2.0
105437018613818683977,3.5,14.0,2.0,51.561466,0.221335,9.0,22.0,9.0,22.0,9.0,22.0,9.0,22.0,9.0,23.0,9.0,23.0,9.0,22.0,2.0
112520292422747399558,1.0,13.0,1.0,33.583153,-111.930999,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,2.0
114393230155634778577,5.0,13.0,1.0,41.786237,-87.6978,16.0,23.5,16.0,23.5,16.0,23.5,16.0,23.5,12.0,24.5,16.0,24.0,13.5,22.5,2.0
103149904898895346537,3.0,13.0,1.0,52.234834,21.009207,7.0,25.0,7.0,25.0,7.0,25.0,7.0,25.0,7.0,29.0,7.0,29.0,7.0,25.0,3.0
108661170465847483671,4.5,12.5,2.0,34.263096,-119.225393,11.0,21.5,11.0,21.5,11.0,21.5,11.0,21.5,11.0,22.5,11.0,22.5,11.0,21.5,2.0
116583111961510007277,4.0,13.0,1.0,28.078308,-80.652016,6.0,23.0,6.0,23.0,6.0,23.0,6.0,23.0,6.0,23.0,6.0,25.0,6.0,25.0,3.0
100523445450064247074,5.0,12.666666666666666,3.0,46.188799,-123.824627,0.0,0.0,0.0,0.0,11.0,18.0,11.0,18.0,11.0,18.0,11.0,18.0,11.0,18.0,3.0
115025105095019097137,5.0,14.0,1.0,40.747736,-74.137389,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,3.0
103372359875347648234,5.0,14.0,1.0,40.092978,-82.924075,6.0,15.0,6.0,15.0,6.0,15.0,6.0,15.0,6.0,15.0,8.0,15.0,8.0,15.0,3.0
107832013538684722960,4.0,12.5,2.0,33.718001,-84.349832,11.5,19.0,11.5,19.0,11.5,19.0,11.5,19.0,11.5,19.0,11.5,19.0,11.5,19.0,2.0
101183854110253129646,1.0,12.0,1.0,44.963384,-93.246801,10.0,26.0,10.0,26.0,10.0,26.0,10.0,26.0,10.0,26.0,10.0,26.0,10.0,26.0,3.0
102327478161834708162,3.0,12.0,1.0,44.980036,-93.236336,12.0,26.0,16.0,26.0,16.0,26.0,16.0,26.0,16.0,24.0,0.0,0.0,0.0,0.0,2.0
115707506077207243933,4.0,13.0,1.0,21.366391,-157.93055,4.5,20.5,4.5,20.5,4.5,20.5,4.5,20.5,4.5,20.5,5.0,20.5,5.0,20.5,2.0
112655801505417851132,1.0,13.0,1.0,27.971068,-82.451373,8.0,16.0,8.0,16.0,8.0,16.0,8.0,16.0,8.0,16.0,8.0,16.0,8.0,16.0,3.0
115970980215745728913,5.0,12.0,1.0,39.526338,-104.767621,9.0,19.0,9.0,19.0,9.0,19.0,9.0,19.0,9.0,19.0,9.0,19.0,9.0,19.0,3.0
105226816393235130996,4.0,14.0,1.0,41.502456,-73.963248,11.5,21.5,11.5,21.5,11.5,21.5,11.5,21.5,11.5,22.5,11.5,22.5,11.5,21.5,2.0
100349234715833888189,2.0,12.0,1.0,33.605715,-86.635644,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,11.0,22.0,2.0
114054621047433553725,4.0,11.0,1.0,33.639753,-86.61421,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,3.0
108009293639154963435,5.0,12.0,3.0,32.974747,-96.714429,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,11.0,21.0,2.0
104924247597259263494,4.0,12.0,1.0,40.702554,-73.901524,11.5,22.0,11.5,22.0,0.0,0.0,11.5,22.0,11.5,23.0,11.5,23.0,12.0,22.0,3.0
109856409136623359735,3.0,12.0,1.0,40.759872,-73.97394,6.0,21.0,6.0,21.0,6.0,21.0,6.0,21.0,6.0,21.0,7.0,19.5,7.0,19.5,3.0
102483101618088226340,4.333333333333333,12.666666666666666,3.0,41.88923,-87.635334,16.75,23.5,16.75,23.5,16.75,23.5,16.75,23.5,16.75,24.5,16.75,24.5,16.75,22.5,2.0
115279871251503140860,5.0,13.0,1.0,41.89141,-87.619536,11.5,24.0,11.5,24.0,11.5,24.0,11.5,24.0,11.5,26.0,11.0,26.0,11.0,24.0,1.0
112281830708899988775,5.0,13.0,1.0,26.678009,-81.883685,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,2.0
118442326399224546744,5.0,13.5,2.0,27.771375,-82.633485,17.0,22.0,17.0,24.0,12.0,23.0,17.0,25.0,17.0,27.0,10.0,27.0,10.0,22.0,2.0
109989485807034414621,5.0,13.0,1.0,31.864539,-102.378998,11.0,21.5,11.0,21.5,11.0,21.5,11.0,21.5,11.0,22.5,16.0,22.5,0.0,0.0,2.0
117724633484873036747,4.444444444444445,11.88888888888889,9.0,30.2576,-97.759679,17.0,22.0,17.0,22.0,17.0,22.0,17.0,22.0,17.0,23.0,17.0,23.0,17.0,22.0,1.0
117468042374780701304,4.333333333333333,12.666666666666666,3.0,39.74183,-84.183211,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,16.0,22.0,2.0
110332593360101299269,4.0,12.0,1.0,40.889375,-74.469557,11.5,14.5,11.5,14.5,11.5,14.5,11.5,14.5,11.5,14.5,15.0,23.0,16.0,22.0,2.0
103302785843866902585,4.0,11.0,2.0,39.489726,-119.797259,16.0,22.0,16.0,22.0,16.0,22.0,16.0,22.0,16.0,22.5,11.0,22.5,11.0,21.0,2.0
116873684037631772678,4.0,13.0,3.0,40.737404,-74.008139,16.0,25.0,16.0,26.0,16.0,26.0,16.0,26.0,16.0,27.0,16.0,27.0,15.0,25.0,2.0
109576588459706792902,5.0,11.0,1.0,31.32822,-89.351597,11.0,20.5,11.0,20.5,11.0,20.5,11.0,20.5,11.0,20.5,11.0,21.0,11.0,15.0,2.0
112745388579846732864,5.0,13.0,1.0,33.501221,-86.796008,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,24.0,11.0,24.0,12.0,22.0,2.0
106099935451680554714,3.0,13.0,1.0,30.306787,-97.710684,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,22.0,10.0,22.0,11.0,20.0,2.0
116110518167918908488,3.0,13.0,2.0,30.266674,-97.745635,16.0,26.0,16.0,26.0,16.0,26.0,16.0,26.0,15.0,26.0,15.0,26.0,15.0,26.0,2.0
101876908910989188641,5.0,14.0,1.0,33.478765,-117.138483,11.5,20.0,11.5,20.0,11.5,20.0,11.5,20.0,11.5,20.0,11.5,20.0,11.5,20.0,2.0
105654400025941484745,5.0,13.0,1.0,36.116764,-115.137903,9.0,17.0,9.0,17.0,9.0,17.0,9.0,17.0,9.0,17.0,0.0,0.0,0.0,0.0,2.0
115770367665981278174,5.0,13.0,1.0,33.941098,-118.214682,9.5,21.0,9.5,21.0,9.5,21.0,9.5,21.0,9.0,22.0,9.0,22.0,0.0,0.0,2.0
115931908909225812476,5.0,12.0,1.0,38.882788,-94.684963,10.5,22.0,10.5,22.0,10.5,22.0,10.5,22.0,10.5,22.0,10.5,22.0,11.0,20.0,3.0
118444988755653266157,4.333333333333333,12.333333333333334,3.0,39.091429,-94.556151,10.0,21.5,10.0,21.5,10.0,21.5,10.0,21.5,10.0,22.0,10.0,22.0,11.0,20.0,2.0
115254190737978903717,5.0,13.0,1.0,33.97857,-84.094224,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,12.0,22.0,12.0,22.0,2.0
113721952670848533702,3.0,13.0,1.0,43.633461,-70.313525,11.0,20.5,11.0,20.5,11.0,20.5,11.0,20.5,11.0,21.0,11.0,21.0,11.0,20.5,3.0
117821714661533669714,4.0,11.0,1.0,38.901169,-77.022061,11.5,23.0,11.5,23.0,11.5,23.0,11.5,23.0,11.5,24.0,11.5,24.0,11.0,22.0,2.0
113332567633169991849,5.0,12.0,1.0,40.586154,-122.391783,17.0,21.5,17.0,21.5,17.0,21.5,17.0,21.5,17.0,22.0,17.0,22.0,17.0,21.5,2.0
103639191326414215212,2.0,12.0,1.0,51.617645,-0.007269,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,10.0,23.0,10.0,23.0,3.0
104218261690971412382,5.0,12.0,1.0,42.4699,-83.140445,16.0,22.0,16.0,22.0,16.0,22.0,16.0,22.0,16.0,24.0,16.0,24.0,0.0,0.0,2.0
104118089654488402398,4.0,14.0,1.0,39.708751,-105.07756,11.0,26.0,11.0,26.0,11.0,26.0,11.0,26.0,11.0,26.0,11.0,26.0,11.0,26.0,3.0
105431904682767025313,2.0,11.0,1.0,43.062012,-85.578938,6.0,23.0,6.0,23.0,6.0,23.0,6.0,23.0,6.0,23.0,6.0,25.0,6.0,25.0,3.0
110837641539124336262,4.666666666666667,12.0,3.0,42.958372,-85.673753,11.0,26.0,11.0,26.0,11.0,26.0,11.0,26.0,11.0,26.0,11.0,26.0,12.0,24.0,2.0
116320766220296260553,4.0,12.0,1.0,43.0345,-85.69266,10.0,20.5,10.0,20.5,10.0,20.5,10.0,20.5,10.0,20.5,9.0,20.5,10.0,18.0,3.0
111308791897580440359,4.0,12.5,2.0,43.182617,-89.21031,6.0,21.0,6.0,21.0,6.0,21.0,6.0,21.0,6.0,21.0,6.0,21.0,6.0,21.0,3.0
114352356135089453514,5.0,12.0,1.0,32.868622,-84.856688,11.0,14.0,11.0,14.0,11.0,14.0,11.0,14.0,11.0,14.0,11.0,14.0,0.0,0.0,2.0
101638397344505837183,4.5,12.0,2.0,33.666638,-85.827014,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,0.0,0.0,2.0
112189277736008061944,4.333333333333333,12.666666666666666,3.0,34.155339,-119.194816,0.0,0.0,10.5,21.0,10.5,21.0,10.5,21.0,10.5,21.0,10.5,21.0,10.5,21.0,3.0
118165632913925322120,1.0,14.0,1.0,32.807476,-96.621988,10.0,21.0,9.0,22.0,9.0,23.0,10.0,22.0,10.0,22.0,10.0,22.0,11.0,19.0,2.0
104704427080863666453,3.0,12.0,1.0,26.119563,-80.105722,11.0,26.0,11.0,26.0,11.0,26.0,11.0,26.0,11.0,26.0,11.0,26.0,11.0,26.0,2.0
111475127747517573615,5.0,13.0,1.0,26.272119,-80.257118,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,16.0,24.0,16.0,24.0,1.0
110137173698321795477,3.0,12.0,1.0,35.370675,-80.718222,11.0,24.0,11.0,24.0,11.0,24.0,11.0,24.0,11.0,24.0,11.0,24.0,11.0,24.0,2.0
115142692802065098567,5.0,11.0,1.0,30.053437,-99.143368,0.0,0.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,15.0,2.0
115546755521399380208,5.0,12.0,1.0,39.796731,-105.079354,16.0,22.0,16.0,22.0,16.0,22.0,16.0,22.0,15.0,23.0,12.0,23.0,11.0,23.0,2.0
113585397658867686047,5.0,11.0,1.0,33.625427,-112.132343,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,21.0,3.0
